"g0","td","chl","sam","time.react"
9.17661181242859,0.000779842115434189,"Ac","1","0us"
9.45332459300367,0.000823275594271016,"Ac","2","0us"
9.81046162427796,0.000811261438832541,"Ac","3","0us"
9.79417166097787,0.000868207594960807,"Ac","4","0us"
9.84597156805649,0.00079254906759051,"Ac","5","0us"
3.54187172752186,0.000779717909876642,"Dr","1","0us"
3.66030734209983,0.000822064232402497,"Dr","2","0us"
3.80388251122914,0.000809035515470212,"Dr","3","0us"
3.79966069193555,0.000865374155229282,"Dr","4","0us"
3.85003318466667,0.00079728806814844,"Dr","5","0us"
6.21717192750986,0.000779714809691097,"Tt","1","0us"
6.41361207048164,0.000822585247251923,"Tt","2","0us"
6.66365947024915,0.000810893814189818,"Tt","3","0us"
6.65778724875671,0.000866990373684795,"Tt","4","0us"
6.7187602059361,0.000793980611226459,"Tt","5","0us"
