"g0","td","chl","sam","time.react"
6.69710628605662,0.00200243381670426,"Tt","8","100us"
6.03778929146904,0.00192940495428442,"Tt","9","100us"
6.44341501252894,0.00187612293347858,"Tt","10","100us"
6.67356256198115,0.00178028620048793,"Tt","11","100us"
6.53227050644294,0.00192295553838093,"Tt","12","100us"
6.20555641246067,0.00200981970639671,"Tt","13","100us"
6.88735174772898,0.00181693175815115,"Tt","14","100us"
6.81896629743271,0.00184119144476511,"Tt","15","100us"
7.04523220149272,0.001793823440113,"Tt","16","100us"
6.96733806832521,0.00194599701887873,"Tt","17","100us"
6.65646597091698,0.001831830946203,"Tt","18","100us"
6.73018834900971,0.00194860144341236,"Tt","19","100us"
6.86166603016726,0.0018686374726107,"Tt","20","100us"
6.64862476401442,0.001893327780419,"Tt","1","200us"
6.95392555391968,0.00200636621652323,"Tt","2","200us"
6.54575852274297,0.00178505798313902,"Tt","3","200us"
6.7096934410922,0.00196309635955267,"Tt","4","200us"
6.46490322571183,0.00171133460067915,"Tt","5","200us"
6.99063238946809,0.00191780740753897,"Tt","6","200us"
6.70510270967023,0.00186542088440058,"Tt","7","200us"
7.13690689238444,0.0018506970324642,"Tt","8","200us"
6.37616051243448,0.00179217069821524,"Tt","9","200us"
6.34780267665386,0.00176797994506011,"Tt","10","200us"
6.93215065430401,0.0019636818338773,"Tt","11","200us"
7.32452157980059,0.00189453043254298,"Tt","12","200us"
6.55347677222539,0.0019155788406867,"Tt","13","200us"
6.70385031117316,0.00191041785232402,"Tt","14","200us"
6.59200193046738,0.00190290165696101,"Tt","15","200us"
6.45328985674487,0.00187517884585816,"Tt","16","200us"
6.28567315600182,0.00182536717238911,"Tt","17","200us"
6.30781879158237,0.00184015051372962,"Tt","18","200us"
6.88980757380932,0.00195604024752205,"Tt","19","200us"
6.71926356111683,0.00179971402095192,"Tt","20","200us"
6.59989872088752,0.00187300273523173,"Tt","1","500us"
7.0021127321586,0.00191644418510391,"Tt","2","500us"
6.84348342845183,0.00183084491103296,"Tt","3","500us"
6.24945904198317,0.00192609228461686,"Tt","4","500us"
7.14292364251773,0.00192967124829652,"Tt","5","500us"
6.69614914333003,0.00191330175597558,"Tt","6","500us"
6.91210204087468,0.00195825298457565,"Tt","7","500us"
6.8239961978481,0.00184431963831828,"Tt","8","500us"
6.82011196141281,0.00177671795830335,"Tt","9","500us"
6.13106117416295,0.00181093141756087,"Tt","10","500us"
6.65687188376384,0.00195574867766699,"Tt","11","500us"
6.75449099109703,0.00187533502689769,"Tt","12","500us"
6.25679143451933,0.00195203260223604,"Tt","13","500us"
7.67421293849359,0.00207526117751482,"Tt","14","500us"
7.06507304728698,0.00194790943491204,"Tt","15","500us"
7.23134956509922,0.0018857145814598,"Tt","16","500us"
6.36203022605736,0.00174536109070329,"Tt","17","500us"
6.47749188400687,0.00179984421892664,"Tt","18","500us"
6.45561738509194,0.00198988475879683,"Tt","19","500us"
6.93039771651891,0.00186917813022352,"Tt","20","500us"
