"g0","td","chl","sam","time.react"
10.2703766483699,0.000894663286561268,"Ac","1","0us"
10.299733921116,0.000841289599097933,"Ac","2","0us"
10.1724052707081,0.000821717239038055,"Ac","3","0us"
9.88547748752171,0.000819033441324006,"Ac","4","0us"
10.2328968054739,0.00084073384130953,"Ac","5","0us"
10.0335618309362,0.000832894918546114,"Ac","6","0us"
10.0967520879057,0.000803825289041263,"Ac","7","0us"
10.2702804085932,0.00082978429278515,"Ac","8","0us"
10.4719572401007,0.000841934887307595,"Ac","9","0us"
10.0290801937853,0.000847670783982386,"Ac","10","0us"
9.4218092167257,0.000803880540923336,"Ac","11","0us"
10.5768943503774,0.000836212248567773,"Ac","12","0us"
9.96256898231207,0.000880703429357116,"Ac","13","0us"
9.8848614149634,0.000833881824655609,"Ac","14","0us"
9.59969857344788,0.000827080569192899,"Ac","15","0us"
10.338936640419,0.000806196548171074,"Ac","16","0us"
10.3462505967577,0.000856295540471218,"Ac","17","0us"
9.75086934983892,0.000812878229485663,"Ac","18","0us"
9.88213454810989,0.000833357536140214,"Ac","19","0us"
9.91466299070793,0.000825934384861263,"Ac","20","0us"
9.69422702292313,0.000809947259541292,"Ac","1","100us"
9.56617889170113,0.000840543713354617,"Ac","2","100us"
9.78179433446425,0.000782190250680881,"Ac","3","100us"
10.0283543136956,0.000798409497928165,"Ac","4","100us"
9.41191589577143,0.000832511474800157,"Ac","5","100us"
9.82016878763467,0.000813447956773062,"Ac","6","100us"
9.92688942297756,0.000804957891981268,"Ac","7","100us"
10.0181891096247,0.00085800142466778,"Ac","8","100us"
9.76066932406198,0.000785023439930838,"Ac","9","100us"
9.99407256475491,0.000792168516676678,"Ac","10","100us"
10.073758760466,0.000796797040254502,"Ac","11","100us"
9.50385301636716,0.000792810254596056,"Ac","12","100us"
9.4466764480166,0.000835175599775781,"Ac","13","100us"
9.5465645438795,0.000785744960511592,"Ac","14","100us"
9.8932840769316,0.000830548866997599,"Ac","15","100us"
9.85511242648544,0.000808160757869823,"Ac","16","100us"
9.69721515240871,0.000779128720605002,"Ac","17","100us"
9.71042819329884,0.000841813948898594,"Ac","18","100us"
9.82090858382592,0.000824939678595055,"Ac","19","100us"
9.94153432048305,0.000785104356679433,"Ac","20","100us"
9.42248391491142,0.000805017291820466,"Ac","1","200us"
9.71559034423149,0.000831497390455497,"Ac","2","200us"
9.50458348369836,0.000791349286520839,"Ac","3","200us"
10.0868869767243,0.000840249316659657,"Ac","4","200us"
10.0421587410233,0.000839822175640566,"Ac","5","200us"
10.1598910451287,0.000818940519187382,"Ac","6","200us"
10.0062037175179,0.000800740780687804,"Ac","7","200us"
9.99944124232371,0.000823621075150746,"Ac","8","200us"
9.52267999438773,0.000805199811567321,"Ac","9","200us"
9.85598671791878,0.000844087575479779,"Ac","10","200us"
9.84880608716783,0.000800345968044614,"Ac","11","200us"
9.66313052056654,0.000806771200280573,"Ac","12","200us"
9.51360050813923,0.000826511027241417,"Ac","13","200us"
9.81176563162441,0.000783881338082152,"Ac","14","200us"
10.0410289479781,0.00082153192498833,"Ac","15","200us"
9.53698296223678,0.000831104864911849,"Ac","16","200us"
9.57541900070638,0.000788529180864713,"Ac","17","200us"
10.0652306480606,0.000808744946108967,"Ac","18","200us"
9.65446425628544,0.000777763721607828,"Ac","19","200us"
10.2833277759232,0.000850886323199081,"Ac","20","200us"
9.89461110065678,0.000837693900443102,"Ac","1","500us"
9.66207236260688,0.000790645313234118,"Ac","2","500us"
9.91961803533913,0.000810317297151428,"Ac","3","500us"
9.84967182285814,0.000814765660840034,"Ac","4","500us"
9.76339754599296,0.00078075966783914,"Ac","5","500us"
10.2034245887771,0.000845253112261337,"Ac","6","500us"
9.80107436179792,0.000818790095067513,"Ac","7","500us"
10.0587264225989,0.000819481717922772,"Ac","8","500us"
10.5993685337622,0.000833036771634825,"Ac","9","500us"
10.0138382519764,0.000785848923971399,"Ac","10","500us"
10.2358033560672,0.000836088096355305,"Ac","11","500us"
9.98327830986837,0.000775170412328665,"Ac","12","500us"
9.95496096134226,0.000805439688629833,"Ac","13","500us"
9.75959375376383,0.000803312630956762,"Ac","14","500us"
9.93634485908761,0.000765015702738799,"Ac","15","500us"
9.78584709556391,0.000796078349376702,"Ac","16","500us"
9.78597608293404,0.000825295530891366,"Ac","17","500us"
9.93327638323453,0.000771914963546112,"Ac","18","500us"
10.1999311779274,0.000841668010330049,"Ac","19","500us"
