"g0","td","w2","chl","sam","time.react"
4.73531906013331,0.00214207034063501,19.3012074807273,"Ac","1","0us"
4.16851171618899,0.00186651168724801,52.3063063078461,"Ac","2","0us"
4.5994699044835,0.00207775658109954,28.8636571337698,"Ac","3","0us"
4.49030377859596,0.00199705002977173,25.866332099776,"Ac","4","0us"
3.82313971610639,0.00204735194764971,13.2248539709851,"Ac","5","0us"
9.58569007295782,0.00216222641446868,18.1672856582601,"Dr","1","0us"
8.76043799708926,0.00187327570683713,53.6021676923938,"Dr","2","0us"
9.42097998152261,0.00210707715920527,24.060964526829,"Dr","3","0us"
9.32253122759237,0.00199706214312943,26.2517698883629,"Dr","4","0us"
8.1294023234242,0.00204497594574985,13.6787559343832,"Dr","5","0us"
7.09091432910537,0.00215532244129514,18.5489965314866,"Tt","1","0us"
6.37511897839259,0.00186951186660269,53.6622534807107,"Tt","2","0us"
6.93808328391985,0.00209452383001518,25.9377778038795,"Tt","3","0us"
6.81842500607502,0.00199831618914093,25.9721838536712,"Tt","4","0us"
5.88445196409176,0.00204538874636047,13.5059768394161,"Tt","5","0us"
