"g0","td","w2","chl","sam","time.react"
4.17415543132548,0.000776579996161123,129.908217454213,"Dr","4","500us"
4.10170692240811,0.000768789878918204,58.2816056421469,"Dr","5","500us"
4.1870538228319,0.000821264253833089,37.673890510895,"Dr","6","500us"
4.05991042196104,0.00081714696654997,33.4615509775592,"Dr","7","500us"
4.08968125370925,0.000811735462353645,26.0839139895081,"Dr","8","500us"
4.34257355208882,0.000816707079204488,68.6273204405669,"Dr","9","500us"
4.07621051997127,0.000799460305182187,29.0711147342668,"Dr","10","500us"
4.20939976829285,0.000826517528348158,31.8360022315081,"Dr","11","500us"
4.01827022462119,0.000789396779992465,33.1080983018195,"Dr","12","500us"
4.02571811134154,0.000818758692680122,27.3397014512269,"Dr","13","500us"
3.88853031488195,0.000859542272284322,14.2122126850515,"Dr","14","500us"
3.93728318217704,0.000821867279706039,14.13871231761,"Dr","15","500us"
3.89179553095786,0.000805601222439836,34.8088061631616,"Dr","16","500us"
3.9564139593498,0.00082360537899178,34.3506886522488,"Dr","17","500us"
4.00252845691982,0.000801339145582839,16.7963710706849,"Dr","18","500us"
4.15124052845491,0.000827994189602129,40.9640784185014,"Dr","19","500us"
3.80180240549567,0.000824406768340166,65.3095637331342,"Dr","20","500us"
6.78854638134427,0.000968075140911448,17.7164024727929,"Tt","1","0us"
6.73631784988262,0.000869160774708887,42.1143010039583,"Tt","2","0us"
6.68801723888771,0.000918849857684782,15.2215653378363,"Tt","3","0us"
6.5575295404934,0.000866792780328806,26.758895938583,"Tt","4","0us"
6.79363519696292,0.000924976937344675,20.6090763004056,"Tt","5","0us"
6.49670296838015,0.000865728407532783,49.843626630268,"Tt","6","0us"
6.46830697196199,0.000933909529617234,10.2249478221519,"Tt","7","0us"
6.80680303592216,0.000914985147842543,18.0028753544952,"Tt","8","0us"
7.04884580372769,0.00095087872909974,13.3304937543663,"Tt","9","0us"
6.69704867812318,0.00092511847386215,26.820395855273,"Tt","10","0us"
6.26648297586019,0.000879437422428666,21.7551110945204,"Tt","11","0us"
7.13088573695081,0.000905732005244423,23.1852677412924,"Tt","12","0us"
6.71477328232119,0.00091713876561013,49.5802178213652,"Tt","13","0us"
6.67872701367995,0.000941600558073995,16.6547381622265,"Tt","14","0us"
6.42221489655069,0.000924826685155122,18.7162926397558,"Tt","15","0us"
6.84496554575669,0.000875176291378348,25.5107404896348,"Tt","16","0us"
6.83178663086298,0.000928688493344355,23.4220091912344,"Tt","17","0us"
