g0,td,w2,chl,sam,time.react
6.567537166,0.002036964,15.26867216,Tt,10,0us
6.834823813,0.001979292,23.53032328,Tt,11,0us
6.935850104,0.002000386,42.65586489,Tt,12,0us
6.624078973,0.001917342,51.11119396,Tt,13,0us
7.224343915,0.001997914,37.3282375,Tt,14,0us
6.706315591,0.002062909,46.19813881,Tt,15,0us
6.372169654,0.002119672,82.27750932,Tt,16,0us
6.348838397,0.002006962,11.50749578,Tt,17,0us
6.984063236,0.002036281,66.00763731,Tt,18,0us
6.82016425,0.002122074,19.32222084,Tt,19,0us
6.652303049,0.002129663,9.171187765,Tt,20,0us
6.821023073,0.001992296,59.44658245,Tt,1,100us
6.42068648,0.00188215,59.45630455,Tt,2,100us
7.21384273,0.002125762,44.05207053,Tt,3,100us
6.330954617,0.001979447,32.21319489,Tt,4,100us
6.094297291,0.002066547,15.22349686,Tt,5,100us
6.55567115,0.00206574,12.06355262,Tt,6,100us
6.341788734,0.001857295,131.7781314,Tt,7,100us
6.672946434,0.002084332,45.0858389,Tt,8,100us
5.981625277,0.002159091,13.74556813,Tt,9,100us
6.387681343,0.00207909,15.33309835,Tt,10,100us
6.61244171,0.001986647,14.00097437,Tt,11,100us
6.514008241,0.001981573,62.23746576,Tt,12,100us
6.180071203,0.002105032,38.2772277,Tt,13,100us
6.836233491,0.001982411,18.36501526,Tt,14,100us
6.77557016,0.001979859,23.01661133,Tt,15,100us
6.969120654,0.002052673,10.78141435,Tt,16,100us
6.92771978,0.002075787,26.57624982,Tt,17,100us
6.598499909,0.002033187,14.88808912,Tt,18,100us
6.664241018,0.00220373,12.08660515,Tt,19,100us
6.815844908,0.002018112,21.52983797,Tt,20,100us
6.600959875,0.002056956,19.8637182,Tt,1,200us
6.943861003,0.002037297,127.7872388,Tt,2,200us
6.518029509,0.001869379,38.59117105,Tt,3,200us
6.685684995,0.002042044,46.04552831,Tt,4,200us
6.419465211,0.001852202,20.91887055,Tt,5,200us
6.947522668,0.002057638,24.06040273,Tt,6,200us
6.653950057,0.002041608,17.68537641,Tt,7,200us
7.095635926,0.001976192,25.83789391,Tt,8,200us
6.364318154,0.001827149,99.34351687,Tt,9,200us
6.298216087,0.001934316,17.98362897,Tt,10,200us
6.908259112,0.002040195,47.23452721,Tt,11,200us
7.270966634,0.002067103,18.30090879,Tt,12,200us
6.513497841,0.002053635,24.32367808,Tt,13,200us
6.669923054,0.002021758,30.78865051,Tt,14,200us
6.532297824,0.002128537,13.4982221,Tt,15,200us
6.405721408,0.0020473,18.11862235,Tt,16,200us
6.237759011,0.00199742,17.65975568,Tt,17,200us
6.240338103,0.00210173,11.04844085,Tt,18,200us
6.817212264,0.002230539,11.31989066,Tt,19,200us
6.669840778,0.00195834,19.37336936,Tt,20,200us
6.513439787,0.002226221,7.852201563,Tt,1,500us
6.984615987,0.001968573,69.86821973,Tt,2,500us
6.806427814,0.001944406,28.80142458,Tt,3,500us
6.231461105,0.001986586,60.51233841,Tt,4,500us
7.123984953,0.001986214,64.03824854,Tt,5,500us
6.628142179,0.002166511,12.17129489,Tt,6,500us
6.85541264,0.002163625,15.66036909,Tt,7,500us
6.800348133,0.00191434,49.25334747,Tt,8,500us
6.746360037,0.002030313,10.9931774,Tt,9,500us
6.080205814,0.001995858,16.35092091,Tt,10,500us
6.654236453,0.001963734,497.2884532,Tt,11,500us
6.733615402,0.001939337,54.62430475,Tt,12,500us
6.236890443,0.002021377,52.38830897,Tt,13,500us
7.619199155,0.002261532,18.87803631,Tt,14,500us
7.050296214,0.001991733,85.91469368,Tt,15,500us
7.207478927,0.00195449,51.12527244,Tt,16,500us
6.322659839,0.001871342,24.04980437,Tt,17,500us
6.412894856,0.002033335,12.25885364,Tt,18,500us
6.410094947,0.002161118,19.95284626,Tt,19,500us
6.904427051,0.001946751,44.74370066,Tt,20,500us
