g0,td,w2,chl,sam,time.react,fret
4.151240528,0.000827994,40.96407842,Dr,19,500us,0.5_0.7
3.801802405,0.000824407,65.30956373,Dr,20,500us,0.5_0.7
6.788546381,0.000968075,17.71640247,Tt,1,0us,0.5_0.7
6.73631785,0.000869161,42.114301,Tt,2,0us,0.5_0.7
6.688017239,0.00091885,15.22156534,Tt,3,0us,0.5_0.7
6.55752954,0.000866793,26.75889594,Tt,4,0us,0.5_0.7
6.793635197,0.000924977,20.6090763,Tt,5,0us,0.5_0.7
6.496702968,0.000865728,49.84362663,Tt,6,0us,0.5_0.7
6.468306972,0.00093391,10.22494782,Tt,7,0us,0.5_0.7
6.806803036,0.000914985,18.00287535,Tt,8,0us,0.5_0.7
7.048845804,0.000950879,13.33049375,Tt,9,0us,0.5_0.7
6.697048678,0.000925118,26.82039586,Tt,10,0us,0.5_0.7
6.266482976,0.000879437,21.75511109,Tt,11,0us,0.5_0.7
7.130885737,0.000905732,23.18526774,Tt,12,0us,0.5_0.7
6.714773282,0.000917139,49.58021782,Tt,13,0us,0.5_0.7
6.678727014,0.000941601,16.65473816,Tt,14,0us,0.5_0.7
6.422214897,0.000924827,18.71629264,Tt,15,0us,0.5_0.7
6.844965546,0.000875176,25.51074049,Tt,16,0us,0.5_0.7
6.831786631,0.000928688,23.42200919,Tt,17,0us,0.5_0.7
6.43784279,0.000924612,13.00724296,Tt,18,0us,0.5_0.7
6.664057988,0.000924234,21.34590092,Tt,19,0us,0.5_0.7
6.516389261,0.000917605,15.16132137,Tt,20,0us,0.5_0.7
6.628995363,0.000871853,28.91626282,Tt,1,100us,0.5_0.7
6.479699961,0.000982513,10.57695989,Tt,2,100us,0.5_0.7
6.720818893,0.000849568,26.8075374,Tt,3,100us,0.5_0.7
6.889482023,0.000901053,16.21285202,Tt,4,100us,0.5_0.7
6.378851171,0.000965055,11.70862413,Tt,5,100us,0.5_0.7
6.561346359,0.00090687,19.70716631,Tt,6,100us,0.5_0.7
6.620356561,0.000909208,17.30608123,Tt,7,100us,0.5_0.7
6.747197295,0.000925644,31.0504336,Tt,8,100us,0.5_0.7
6.511756895,0.000867857,21.38617674,Tt,9,100us,0.5_0.7
6.653852413,0.00087897,21.4269862,Tt,10,100us,0.5_0.7
6.812524444,0.000860885,30.64426886,Tt,11,100us,0.5_0.7
6.274861152,0.0009391,10.49529448,Tt,12,100us,0.5_0.7
6.313664812,0.000928078,20.05913363,Tt,13,100us,0.5_0.7
6.313079777,0.000900384,13.68224322,Tt,14,100us,0.5_0.7
6.610848904,0.000921227,21.1747206,Tt,15,100us,0.5_0.7
6.600155463,0.000893602,22.03011405,Tt,16,100us,0.5_0.7
6.474516925,0.00085637,25.72560175,Tt,17,100us,0.5_0.7
6.49866308,0.000919739,25.77977678,Tt,18,100us,0.5_0.7
6.621054029,0.000916588,18.2731346,Tt,19,100us,0.5_0.7
6.693778225,0.000863153,23.52529162,Tt,20,100us,0.5_0.7
6.40988236,0.000866853,30.91211644,Tt,1,200us,0.5_0.7
6.608938465,0.00093614,16.75443158,Tt,2,200us,0.5_0.7
6.426974207,0.00090239,16.21310465,Tt,3,200us,0.5_0.7
6.895491103,0.000915735,27.70415536,Tt,4,200us,0.5_0.7
6.875660667,0.000908232,28.58751347,Tt,5,200us,0.5_0.7
6.761000651,0.000929082,16.32181318,Tt,6,200us,0.5_0.7
6.657544249,0.000878888,28.96921042,Tt,7,200us,0.5_0.7
6.654837239,0.000936958,15.97675109,Tt,8,200us,0.5_0.7
6.272402295,0.000897563,23.94605336,Tt,9,200us,0.5_0.7
6.587440899,0.000918942,29.58345591,Tt,10,200us,0.5_0.7
6.56118052,0.000880704,28.12597963,Tt,11,200us,0.5_0.7
6.421378243,0.000897871,22.14712713,Tt,12,200us,0.5_0.7
6.286756688,0.000929108,18.24896845,Tt,13,200us,0.5_0.7
6.580009566,0.000876129,20.92649906,Tt,14,200us,0.5_0.7
6.718964441,0.000935093,15.71099411,Tt,15,200us,0.5_0.7
6.314621178,0.000902206,29.16259707,Tt,16,200us,0.5_0.7
6.45223393,0.000860017,28.26283051,Tt,17,200us,0.5_0.7
6.706775697,0.000895462,22.44083483,Tt,18,200us,0.5_0.7
6.435001431,0.000870955,18.31337587,Tt,19,200us,0.5_0.7
6.875449648,0.000961421,15.21267197,Tt,20,200us,0.5_0.7
6.688251463,0.000904991,34.70212816,Tt,1,500us,0.5_0.7
6.507821736,0.00092143,13.1421984,Tt,2,500us,0.5_0.7
6.702775181,0.00088222,40.33833247,Tt,3,500us,0.5_0.7
6.701344266,0.00086667,53.17120864,Tt,4,500us,0.5_0.7
6.574594008,0.000872684,21.77369755,Tt,5,500us,0.5_0.7
6.816000702,0.000924319,25.22161759,Tt,6,500us,0.5_0.7
6.56586411,0.000909014,22.57089447,Tt,7,500us,0.5_0.7
6.685754546,0.000925323,16.53137531,Tt,8,500us,0.5_0.7
7.103938793,0.000897947,42.89937396,Tt,9,500us,0.5_0.7
6.662015076,0.000883846,19.27408958,Tt,10,500us,0.5_0.7
6.845886715,0.000931399,20.3151786,Tt,11,500us,0.5_0.7
6.633999398,0.000861514,24.3610605,Tt,12,500us,0.5_0.7
6.597227331,0.000916556,16.62764565,Tt,13,500us,0.5_0.7
6.410560567,0.000959265,10.45771363,Tt,14,500us,0.5_0.7
6.528742399,0.000909939,10.73012686,Tt,15,500us,0.5_0.7
6.458235278,0.000880801,25.978903,Tt,16,500us,0.5_0.7
6.480256854,0.000921933,21.660026,Tt,17,500us,0.5_0.7
6.566698323,0.000907631,11.22887855,Tt,18,500us,0.5_0.7
6.791832232,0.000920625,28.91408007,Tt,19,500us,0.5_0.7
6.363567974,0.00090215,41.59526451,Tt,20,500us,0.5_0.7
