g0,td,w2,chl,sam,time.react,fret
8.837592882,0.002002643,19.28922797,Dr,10,100us,0.2_0.4
9.100797081,0.001899829,18.38851717,Dr,11,100us,0.2_0.4
8.9349625,0.001934711,83.57802027,Dr,12,100us,0.2_0.4
8.545112766,0.002061618,49.56385182,Dr,13,100us,0.2_0.4
9.385499027,0.001931772,22.12298353,Dr,14,100us,0.2_0.4
9.360673431,0.001936335,26.20382552,Dr,15,100us,0.2_0.4
9.498092496,0.001978029,13.88863942,Dr,16,100us,0.2_0.4
9.467380173,0.002013937,34.92073361,Dr,17,100us,0.2_0.4
9.097083746,0.00197378,18.2122145,Dr,18,100us,0.2_0.4
9.229105728,0.002129272,14.81482373,Dr,19,100us,0.2_0.4
9.356164823,0.00195571,27.49098378,Dr,20,100us,0.2_0.4
9.382925237,0.00199811,23.77738807,Dr,1,200us,0.2_0.4
9.812851989,0.001993272,147.8829737,Dr,2,200us,0.2_0.4
9.32412172,0.001816395,46.74656583,Dr,3,200us,0.2_0.4
9.523255276,0.001994005,58.39383929,Dr,4,200us,0.2_0.4
9.124104568,0.001813972,24.70106193,Dr,5,200us,0.2_0.4
9.501498112,0.002022483,25.88014296,Dr,6,200us,0.2_0.4
9.270920808,0.00195868,22.36882556,Dr,7,200us,0.2_0.4
9.749723295,0.001898437,35.42777543,Dr,8,200us,0.2_0.4
8.786623508,0.001771896,157.1806759,Dr,9,200us,0.2_0.4
8.708310151,0.001855026,24.7648069,Dr,10,200us,0.2_0.4
9.540233023,0.001960009,69.33116257,Dr,11,200us,0.2_0.4
9.924562369,0.001982268,24.77402931,Dr,12,200us,0.2_0.4
9.019395976,0.001985986,29.7463462,Dr,13,200us,0.2_0.4
9.21870604,0.001956652,41.5436424,Dr,14,200us,0.2_0.4
9.00562483,0.002023197,18.44126679,Dr,15,200us,0.2_0.4
8.878155582,0.001956124,27.50031451,Dr,16,200us,0.2_0.4
8.681400486,0.001928209,22.51694172,Dr,17,200us,0.2_0.4
8.670331394,0.002017031,14.33132529,Dr,18,200us,0.2_0.4
9.366011047,0.002136302,13.74258206,Dr,19,200us,0.2_0.4
9.232713581,0.001862952,29.1661019,Dr,20,200us,0.2_0.4
9.334503623,0.002104387,10.33012729,Dr,1,500us,0.2_0.4
9.872613274,0.001893287,114.0641512,Dr,2,500us,0.2_0.4
9.752195751,0.001872633,37.04049908,Dr,3,500us,0.2_0.4
8.958043207,0.00193672,68.10159292,Dr,4,500us,0.2_0.4
10.03178121,0.001918884,97.73364311,Dr,5,500us,0.2_0.4
9.158725296,0.002050287,17.09066322,Dr,6,500us,0.2_0.4
9.437642217,0.002094892,18.18124221,Dr,7,500us,0.2_0.4
9.441307522,0.001817361,68.9165216,Dr,8,500us,0.2_0.4
9.378519905,0.001956784,12.48755574,Dr,9,500us,0.2_0.4
8.46595736,0.001928597,19.67816676,Dr,10,500us,0.2_0.4
9.152547997,0.001926643,5402.136316,Dr,11,500us,0.2_0.4
9.331326461,0.001833317,96.87308529,Dr,12,500us,0.2_0.4
8.735190807,0.001944623,74.19566477,Dr,13,500us,0.2_0.4
10.40869518,0.002146911,25.78681493,Dr,14,500us,0.2_0.4
9.77715493,0.001891696,137.225282,Dr,15,500us,0.2_0.4
9.883964712,0.001870264,72.26950631,Dr,16,500us,0.2_0.4
8.796835536,0.001798364,31.80866399,Dr,17,500us,0.2_0.4
8.956596653,0.001919129,16.49462983,Dr,18,500us,0.2_0.4
8.828846649,0.002068794,26.51289355,Dr,19,500us,0.2_0.4
9.575847095,0.001871467,56.01561935,Dr,20,500us,0.2_0.4
6.910659966,0.002001187,15.63655891,Tt,1,0us,0.2_0.4
6.367281733,0.001946362,15.33018011,Tt,2,0us,0.2_0.4
6.57556052,0.001965506,12.85189278,Tt,3,0us,0.2_0.4
6.891338222,0.001969182,45.69374194,Tt,4,0us,0.2_0.4
6.845286206,0.002145455,24.96367661,Tt,5,0us,0.2_0.4
6.651435875,0.002090325,36.63651042,Tt,6,0us,0.2_0.4
6.738059563,0.002018269,25.98949495,Tt,7,0us,0.2_0.4
7.157752846,0.002097735,27.86313673,Tt,8,0us,0.2_0.4
6.624530584,0.001922685,20.98800968,Tt,9,0us,0.2_0.4
6.567537166,0.002036964,15.26867216,Tt,10,0us,0.2_0.4
6.834823813,0.001979292,23.53032328,Tt,11,0us,0.2_0.4
6.935850104,0.002000386,42.65586489,Tt,12,0us,0.2_0.4
6.624078973,0.001917342,51.11119396,Tt,13,0us,0.2_0.4
7.224343915,0.001997914,37.3282375,Tt,14,0us,0.2_0.4
6.706315591,0.002062909,46.19813881,Tt,15,0us,0.2_0.4
6.372169654,0.002119672,82.27750932,Tt,16,0us,0.2_0.4
6.348838397,0.002006962,11.50749578,Tt,17,0us,0.2_0.4
6.984063236,0.002036281,66.00763731,Tt,18,0us,0.2_0.4
6.82016425,0.002122074,19.32222084,Tt,19,0us,0.2_0.4
6.652303049,0.002129663,9.171187765,Tt,20,0us,0.2_0.4
6.821023073,0.001992296,59.44658245,Tt,1,100us,0.2_0.4
6.42068648,0.00188215,59.45630455,Tt,2,100us,0.2_0.4
7.21384273,0.002125762,44.05207053,Tt,3,100us,0.2_0.4
6.330954617,0.001979447,32.21319489,Tt,4,100us,0.2_0.4
6.094297291,0.002066547,15.22349686,Tt,5,100us,0.2_0.4
6.55567115,0.00206574,12.06355262,Tt,6,100us,0.2_0.4
6.341788734,0.001857295,131.7781314,Tt,7,100us,0.2_0.4
6.672946434,0.002084332,45.0858389,Tt,8,100us,0.2_0.4
5.981625277,0.002159091,13.74556813,Tt,9,100us,0.2_0.4
6.387681343,0.00207909,15.33309835,Tt,10,100us,0.2_0.4
6.61244171,0.001986647,14.00097437,Tt,11,100us,0.2_0.4
6.514008241,0.001981573,62.23746576,Tt,12,100us,0.2_0.4
6.180071203,0.002105032,38.2772277,Tt,13,100us,0.2_0.4
6.836233491,0.001982411,18.36501526,Tt,14,100us,0.2_0.4
6.77557016,0.001979859,23.01661133,Tt,15,100us,0.2_0.4
6.969120654,0.002052673,10.78141435,Tt,16,100us,0.2_0.4
6.92771978,0.002075787,26.57624982,Tt,17,100us,0.2_0.4
6.598499909,0.002033187,14.88808912,Tt,18,100us,0.2_0.4
6.664241018,0.00220373,12.08660515,Tt,19,100us,0.2_0.4
6.815844908,0.002018112,21.52983797,Tt,20,100us,0.2_0.4
6.600959875,0.002056956,19.8637182,Tt,1,200us,0.2_0.4
6.943861003,0.002037297,127.7872388,Tt,2,200us,0.2_0.4
6.518029509,0.001869379,38.59117105,Tt,3,200us,0.2_0.4
6.685684995,0.002042044,46.04552831,Tt,4,200us,0.2_0.4
6.419465211,0.001852202,20.91887055,Tt,5,200us,0.2_0.4
6.947522668,0.002057638,24.06040273,Tt,6,200us,0.2_0.4
6.653950057,0.002041608,17.68537641,Tt,7,200us,0.2_0.4
7.095635926,0.001976192,25.83789391,Tt,8,200us,0.2_0.4
6.364318154,0.001827149,99.34351687,Tt,9,200us,0.2_0.4
6.298216087,0.001934316,17.98362897,Tt,10,200us,0.2_0.4
6.908259112,0.002040195,47.23452721,Tt,11,200us,0.2_0.4
7.270966634,0.002067103,18.30090879,Tt,12,200us,0.2_0.4
6.513497841,0.002053635,24.32367808,Tt,13,200us,0.2_0.4
6.669923054,0.002021758,30.78865051,Tt,14,200us,0.2_0.4
6.532297824,0.002128537,13.4982221,Tt,15,200us,0.2_0.4
6.405721408,0.0020473,18.11862235,Tt,16,200us,0.2_0.4
6.237759011,0.00199742,17.65975568,Tt,17,200us,0.2_0.4
6.240338103,0.00210173,11.04844085,Tt,18,200us,0.2_0.4
6.817212264,0.002230539,11.31989066,Tt,19,200us,0.2_0.4
6.669840778,0.00195834,19.37336936,Tt,20,200us,0.2_0.4
6.513439787,0.002226221,7.852201563,Tt,1,500us,0.2_0.4
6.984615987,0.001968573,69.86821973,Tt,2,500us,0.2_0.4
6.806427814,0.001944406,28.80142458,Tt,3,500us,0.2_0.4
6.231461105,0.001986586,60.51233841,Tt,4,500us,0.2_0.4
7.123984953,0.001986214,64.03824854,Tt,5,500us,0.2_0.4
6.628142179,0.002166511,12.17129489,Tt,6,500us,0.2_0.4
6.85541264,0.002163625,15.66036909,Tt,7,500us,0.2_0.4
6.800348133,0.00191434,49.25334747,Tt,8,500us,0.2_0.4
6.746360037,0.002030313,10.9931774,Tt,9,500us,0.2_0.4
6.080205814,0.001995858,16.35092091,Tt,10,500us,0.2_0.4
6.654236453,0.001963734,497.2884532,Tt,11,500us,0.2_0.4
6.733615402,0.001939337,54.62430475,Tt,12,500us,0.2_0.4
6.236890443,0.002021377,52.38830897,Tt,13,500us,0.2_0.4
7.619199155,0.002261532,18.87803631,Tt,14,500us,0.2_0.4
7.050296214,0.001991733,85.91469368,Tt,15,500us,0.2_0.4
7.207478927,0.00195449,51.12527244,Tt,16,500us,0.2_0.4
6.322659839,0.001871342,24.04980437,Tt,17,500us,0.2_0.4
6.412894856,0.002033335,12.25885364,Tt,18,500us,0.2_0.4
6.410094947,0.002161118,19.95284626,Tt,19,500us,0.2_0.4
6.904427051,0.001946751,44.74370066,Tt,20,500us,0.2_0.4
10.16142534,0.000982686,18.89546629,Ac,1,0us,0.5_0.7
10.23453149,0.000886215,37.74186203,Ac,2,0us,0.5_0.7
10.0394922,0.000925136,14.024642,Ac,3,0us,0.5_0.7
9.813343404,0.000870573,31.09551188,Ac,4,0us,0.5_0.7
10.14352044,0.000906243,24.43960386,Ac,5,0us,0.5_0.7
9.991379578,0.000861797,59.21253082,Ac,6,0us,0.5_0.7
9.9338006,0.000935181,10.30820815,Ac,7,0us,0.5_0.7
10.14184535,0.00092819,15.13084388,Ac,8,0us,0.5_0.7
10.32386397,0.000958998,12.53631704,Ac,9,0us,0.5_0.7
9.948737677,0.00090721,27.59275275,Ac,10,0us,0.5_0.7
9.315040425,0.000887806,17.53000173,Ac,11,0us,0.5_0.7
10.47971104,0.00090577,22.52993024,Ac,12,0us,0.5_0.7
9.914430346,0.000915998,51.70629148,Ac,13,0us,0.5_0.7
9.777414479,0.0009176,18.31018881,Ac,14,0us,0.5_0.7
9.494947168,0.000909998,18.41196081,Ac,15,0us,0.5_0.7
10.2653137,0.000855406,32.14274341,Ac,16,0us,0.5_0.7
10.24155155,0.000935498,20.1857005,Ac,17,0us,0.5_0.7
9.608172547,0.000929693,12.06720445,Ac,18,0us,0.5_0.7
9.77326151,0.000918091,18.10216173,Ac,19,0us,0.5_0.7
9.767756562,0.000947476,11.69388307,Ac,20,0us,0.5_0.7
9.623988202,0.000859583,32.49082377,Ac,1,100us,0.5_0.7
9.426841465,0.000961605,12.04136312,Ac,2,100us,0.5_0.7
9.709740778,0.000830937,31.71008785,Ac,3,100us,0.5_0.7
9.924991561,0.000872331,20.2088482,Ac,4,100us,0.5_0.7
9.286174436,0.000938828,13.96138351,Ac,5,100us,0.5_0.7
9.734934383,0.000874809,25.71010394,Ac,6,100us,0.5_0.7
9.829657306,0.000875583,21.40744224,Ac,7,100us,0.5_0.7
9.952417956,0.000906245,35.41599325,Ac,8,100us,0.5_0.7
9.670224405,0.000848613,23.62694346,Ac,9,100us,0.5_0.7
9.903655126,0.000853927,24.96328342,Ac,10,100us,0.5_0.7
10.01008937,0.000838988,37.82360328,Ac,11,100us,0.5_0.7
9.372412263,0.000896478,13.64758429,Ac,12,100us,0.5_0.7
9.357998766,0.00090474,22.93459284,Ac,13,100us,0.5_0.7
9.433740209,0.000870783,16.93660741,Ac,14,100us,0.5_0.7
9.810694316,0.000891204,26.47965894,Ac,15,100us,0.5_0.7
9.773369893,0.000866599,26.69175939,Ac,16,100us,0.5_0.7
9.625362014,0.000827937,31.51500977,Ac,17,100us,0.5_0.7
9.636796787,0.000896853,30.11407403,Ac,18,100us,0.5_0.7
9.727392172,0.000894952,22.35029426,Ac,19,100us,0.5_0.7
9.862848814,0.000837861,29.33027652,Ac,20,100us,0.5_0.7
9.365121227,0.00084567,40.13848081,Ac,1,200us,0.5_0.7
9.616408495,0.000908506,20.16759251,Ac,2,200us,0.5_0.7
9.406030772,0.000864196,20.52296217,Ac,3,200us,0.5_0.7
10.01791522,0.000889399,33.89030808,Ac,4,200us,0.5_0.7
9.973127311,0.000888986,34.04418842,Ac,5,200us,0.5_0.7
10.050562,0.000899133,18.97065262,Ac,6,200us,0.5_0.7
9.940355106,0.00084505,36.12557747,Ac,7,200us,0.5_0.7
9.892751428,0.000903358,19.26602664,Ac,8,200us,0.5_0.7
9.455113316,0.000853804,32.71629555,Ac,9,200us,0.5_0.7
9.791339457,0.000890524,36.81724857,Ac,10,200us,0.5_0.7
9.785002025,0.000843708,37.08212778,Ac,11,200us,0.5_0.7
9.583550199,0.000863896,27.63679385,Ac,12,200us,0.5_0.7
9.419111515,0.000899304,21.67512071,Ac,13,200us,0.5_0.7
9.72638155,0.000842995,25.5849654,Ac,14,200us,0.5_0.7
9.932471172,0.000902256,18.95694504,Ac,15,200us,0.5_0.7
9.47806106,0.000874142,39.03159242,Ac,16,200us,0.5_0.7
9.514947891,0.000829568,39.05520808,Ac,17,200us,0.5_0.7
9.984099842,0.00086495,28.10920638,Ac,18,200us,0.5_0.7
9.556343509,0.000847666,21.03105478,Ac,19,200us,0.5_0.7
10.16751659,0.000940128,17.46011916,Ac,20,200us,0.5_0.7
9.835768895,0.000879324,40.85205926,Ac,1,500us,0.5_0.7
9.55339765,0.000871327,18.15304373,Ac,2,500us,0.5_0.7
9.873641574,0.000840419,56.70127707,Ac,3,500us,0.5_0.7
9.813927636,0.000838389,73.07267154,Ac,4,500us,0.5_0.7
9.676475271,0.000841607,24.49778387,Ac,5,500us,0.5_0.7
10.12291165,0.000903496,28.24043612,Ac,6,500us,0.5_0.7
9.720196073,0.000877578,27.01654622,Ac,7,500us,0.5_0.7
9.944119853,0.000905135,17.65437765,Ac,8,500us,0.5_0.7
10.54587193,0.00086787,48.9565707,Ac,9,500us,0.5_0.7
9.912420913,0.000857134,20.6255708,Ac,10,500us,0.5_0.7
10.13879141,0.000906566,22.62605248,Ac,11,500us,0.5_0.7
9.901491782,0.00082911,28.2251726,Ac,12,500us,0.5_0.7
9.841588999,0.000889261,17.73694607,Ac,13,500us,0.5_0.7
9.618051053,0.000917269,12.23202711,Ac,14,500us,0.5_0.7
9.795043839,0.000869222,12.86031425,Ac,15,500us,0.5_0.7
9.712241243,0.000847008,30.86215646,Ac,16,500us,0.5_0.7
9.700590362,0.000888791,24.92739901,Ac,17,500us,0.5_0.7
9.790668429,0.000879545,12.42989659,Ac,18,500us,0.5_0.7
10.13051739,0.000890464,34.38138145,Ac,19,500us,0.5_0.7
9.618232709,0.000866146,51.08456576,Ac,20,500us,0.5_0.7
4.120236271,0.000948129,15.33316521,Dr,1,0us,0.5_0.7
3.958029441,0.000839668,52.19417366,Dr,2,0us,0.5_0.7
4.042774963,0.000907522,17.62464587,Dr,3,0us,0.5_0.7
3.974424593,0.00085998,21.34109282,Dr,4,0us,0.5_0.7
4.13687054,0.000956597,15.94790757,Dr,5,0us,0.5_0.7
3.734736017,0.000874939,35.90068648,Dr,6,0us,0.5_0.7
3.736537786,0.000930402,10.19443534,Dr,7,0us,0.5_0.7
4.141505672,0.000895681,25.20514979,Dr,8,0us,0.5_0.7
4.423464507,0.0009352,15.28025246,Dr,9,0us,0.5_0.7
4.118150584,0.000953533,25.90154023,Dr,10,0us,0.5_0.7
3.867816396,0.000867889,32.16178849,Dr,11,0us,0.5_0.7
4.460270041,0.000900411,26.27467315,Dr,12,0us,0.5_0.7
4.18809206,0.00091767,45.33255344,Dr,13,0us,0.5_0.7
4.225514895,0.000981054,14.56785134,Dr,14,0us,0.5_0.7
4.001630148,0.000946447,19.68462983,Dr,15,0us,0.5_0.7
4.104629506,0.000916629,17.57034379,Dr,16,0us,0.5_0.7
4.121661658,0.000919035,30.62246993,Dr,17,0us,0.5_0.7
3.944614146,0.000914173,14.94066827,Dr,18,0us,0.5_0.7
4.224016485,0.00093166,29.35913759,Dr,19,0us,0.5_0.7
3.930148665,0.000873708,24.82666679,Dr,20,0us,0.5_0.7
4.002835893,0.000817228,48.24573751,Dr,1,100us,0.5_0.7
3.914062076,0.000899672,17.25846109,Dr,2,100us,0.5_0.7
4.105610845,0.000800547,43.68014249,Dr,3,100us,0.5_0.7
4.225455047,0.00084502,24.91496704,Dr,4,100us,0.5_0.7
3.876430102,0.000887105,18.28988274,Dr,5,100us,0.5_0.7
3.889544377,0.000820153,36.88542337,Dr,6,100us,0.5_0.7
3.916897704,0.000822482,38.15673338,Dr,7,100us,0.5_0.7
4.015499108,0.000844894,68.73811833,Dr,8,100us,0.5_0.7
3.854571613,0.00077506,57.08410557,Dr,9,100us,0.5_0.7
3.906819172,0.000797274,44.85674217,Dr,10,100us,0.5_0.7
4.083785718,0.000778904,79.45917645,Dr,11,100us,0.5_0.7
3.682903168,0.000851945,16.80113459,Dr,12,100us,0.5_0.7
3.750772776,0.000830513,48.46953774,Dr,13,100us,0.5_0.7
3.71516831,0.000797152,28.10187191,Dr,14,100us,0.5_0.7
3.905097625,0.000835296,46.71382559,Dr,15,100us,0.5_0.7
3.921040203,0.00080562,50.89962376,Dr,16,100us,0.5_0.7
3.810416322,0.000780978,63.47228158,Dr,17,100us,0.5_0.7
3.841682349,0.000835891,55.25011405,Dr,18,100us,0.5_0.7
3.980516283,0.000811231,40.7293896,Dr,19,100us,0.5_0.7
4.002709859,0.000785579,44.26955482,Dr,20,100us,0.5_0.7
3.922716159,0.000777568,75.75289094,Dr,1,200us,0.5_0.7
4.08175432,0.000833371,37.28124829,Dr,2,200us,0.5_0.7
3.932755089,0.000824129,30.27682561,Dr,3,200us,0.5_0.7
4.23748952,0.000828546,69.40475965,Dr,4,200us,0.5_0.7
4.250055698,0.000818024,64.04465221,Dr,5,200us,0.5_0.7
4.06869867,0.000809852,38.78860545,Dr,6,200us,0.5_0.7
3.973120273,0.000794271,59.92843186,Dr,7,200us,0.5_0.7
3.98031913,0.000830741,30.87569328,Dr,8,200us,0.5_0.7
3.704650599,0.00081228,47.08264974,Dr,9,200us,0.5_0.7
3.979214364,0.00081248,68.22643804,Dr,10,200us,0.5_0.7
3.93815719,0.000798413,55.37999586,Dr,11,200us,0.5_0.7
3.835125555,0.000806914,42.12273854,Dr,12,200us,0.5_0.7
3.751257511,0.000813224,38.4322984,Dr,13,200us,0.5_0.7
3.991709986,0.000782809,46.16592307,Dr,14,200us,0.5_0.7
4.076647976,0.000822384,30.97016757,Dr,15,200us,0.5_0.7
3.756036933,0.000802745,52.58965479,Dr,16,200us,0.5_0.7
3.946020208,0.000765016,54.10299739,Dr,17,200us,0.5_0.7
4.017205519,0.000790288,47.84163804,Dr,18,200us,0.5_0.7
3.896420527,0.000754493,43.80447694,Dr,19,200us,0.5_0.7
4.165031191,0.000824459,36.12876356,Dr,20,200us,0.5_0.7
4.136086915,0.000800098,90.75187845,Dr,1,500us,0.5_0.7
4.070255717,0.000820877,20.50763932,Dr,2,500us,0.5_0.7
4.136438002,0.000802955,77.800871,Dr,3,500us,0.5_0.7
4.174155431,0.00077658,129.9082175,Dr,4,500us,0.5_0.7
4.101706922,0.00076879,58.28160564,Dr,5,500us,0.5_0.7
4.187053823,0.000821264,37.67389051,Dr,6,500us,0.5_0.7
4.059910422,0.000817147,33.46155098,Dr,7,500us,0.5_0.7
4.089681254,0.000811735,26.08391399,Dr,8,500us,0.5_0.7
4.342573552,0.000816707,68.62732044,Dr,9,500us,0.5_0.7
4.07621052,0.00079946,29.07111473,Dr,10,500us,0.5_0.7
4.209399768,0.000826518,31.83600223,Dr,11,500us,0.5_0.7
4.018270225,0.000789397,33.1080983,Dr,12,500us,0.5_0.7
4.025718111,0.000818759,27.33970145,Dr,13,500us,0.5_0.7
3.888530315,0.000859542,14.21221269,Dr,14,500us,0.5_0.7
3.937283182,0.000821867,14.13871232,Dr,15,500us,0.5_0.7
3.891795531,0.000805601,34.80880616,Dr,16,500us,0.5_0.7
3.956413959,0.000823605,34.35068865,Dr,17,500us,0.5_0.7
4.002528457,0.000801339,16.79637107,Dr,18,500us,0.5_0.7
