g,pt,time,predict,rep,norm,norm.fit
1.126361302,95,0.00454704,1.105419801,1,0.062488806,0.052132713
1.121736887,95,0.0047928,1.100777448,1,0.060201918,0.049836954
1.116339757,95,0.00503856,1.096568725,1,0.057532903,0.047755636
1.11138614,95,0.00528432,1.092735586,1,0.055083216,0.045860053
1.108846608,95,0.00553008,1.089229904,1,0.053827354,0.044126406
1.104623768,95,0.00577584,1.086011437,1,0.051739055,0.042534795
1.102593442,95,0.0060216,1.083046277,1,0.050735008,0.041068449
1.100515795,95,0.00626736,1.080305652,1,0.04970756,0.039713142
1.096652219,95,0.00651312,1.077764988,1,0.047796926,0.03845672
1.093544285,95,0.00675888,1.075403171,1,0.046259975,0.037288743
1.086763913,95,0.00700464,1.073201958,1,0.042906913,0.036200189
1.084186154,95,0.0072504,1.071145507,1,0.041632147,0.035183222
1.081780047,95,0.00749616,1.069219992,1,0.040442267,0.034231007
1.080849412,95,0.00774192,1.067413293,1,0.039982045,0.03333755
1.077158416,95,0.00811056,1.064903033,1,0.038156755,0.032096164
1.07363898,95,0.00860208,1.061882225,1,0.036416307,0.030602299
1.071672119,95,0.0090936,1.059180138,1,0.035443645,0.02926605
1.066017417,95,0.00958512,1.056748858,1,0.032647254,0.028063722
1.064277787,95,0.01007664,1.054549618,1,0.031786964,0.026976143
1.060031842,95,0.01056816,1.052550711,1,0.029687239,0.025987633
1.056308743,95,0.01105968,1.050725956,1,0.027846074,0.025085247
1.0498868,95,0.0115512,1.049053545,1,0.024670263,0.024258198
1.048218893,95,0.01204272,1.047515164,1,0.023845442,0.02349743
1.047194544,95,0.01253424,1.046095322,1,0.023338876,0.022795283
1.045732991,95,0.01302576,1.044780826,1,0.022616101,0.022145232
1.040397285,95,0.01351728,1.04356037,1,0.019977462,0.021541686
1.038319916,95,0.0140088,1.042424213,1,0.018950151,0.020979828
1.037799948,95,0.01450032,1.041363911,1,0.018693014,0.020455483
1.034925091,95,0.01499184,1.040372113,1,0.017271326,0.019965014
1.032462942,95,0.01548336,1.039442389,1,0.016053732,0.019505242
1.032354708,95,0.01622064,1.038152013,1,0.016000208,0.018867119
1.030418281,95,0.01720368,1.036601351,1,0.015042596,0.018100278
1.028615882,95,0.01818672,1.035216288,1,0.014151265,0.01741533
1.026261782,95,0.01916976,1.033971641,1,0.012987104,0.016799821
1.023468297,95,0.0201528,1.032847088,1,0.011605656,0.016243702
1.022586095,95,0.02113584,1.031826048,1,0.011169386,0.015738772
1.02167578,95,0.02211888,1.030894857,1,0.010719212,0.015278275
1.020340693,95,0.02310192,1.030042155,1,0.010058979,0.014856593
1.018717369,95,0.02408496,1.02925842,1,0.009256204,0.014469016
1.01568269,95,0.025068,1.028535609,1,0.00775548,0.014111568
1.012884566,95,0.02605104,1.027866886,1,0.006371738,0.013780868
1.011615682,95,0.02703408,1.027246397,1,0.005744244,0.013474021
1.011933935,95,0.02801712,1.026669105,1,0.005901628,0.013188536
1.009978997,95,0.02900016,1.026130652,1,0.004934862,0.012922257
1.008376086,95,0.0299832,1.025627246,1,0.004142183,0.01267331
1.008812455,95,0.03096624,1.025155572,1,0.004357978,0.012440056
1.00940751,95,0.0324408,1.024501293,1,0.004652248,0.012116499
1.006994885,95,0.03440688,1.023715594,1,0.003459145,0.011727951
1.006388835,95,0.03637296,1.023014316,1,0.003159438,0.011381152
1.007533619,95,0.03833904,1.022384545,1,0.003725562,0.011069714
1.007852847,95,0.04030512,1.021815876,1,0.003883428,0.010788493
1.00918174,95,0.0422712,1.021299828,1,0.004540599,0.010533295
1.0072474,95,0.04423728,1.020829419,1,0.00358402,0.010300666
1.007600935,95,0.04620336,1.020398852,1,0.003758851,0.01008774
1.007264148,95,0.04816944,1.020003271,1,0.003592302,0.009892115
1.006447963,95,0.05013552,1.019638577,1,0.003188678,0.009711765
1.005917138,95,0.0521016,1.01930129,1,0.002926172,0.009544968
1.006465893,95,0.05406768,1.018988432,1,0.003197545,0.009390252
1.005972067,95,0.05603376,1.018697441,1,0.002953336,0.00924635
1.004819257,95,0.05799984,1.018426102,1,0.002383242,0.009112166
1.005744744,95,0.05996592,1.01817249,1,0.002840919,0.008986748
1.005311251,95,0.061932,1.017934922,1,0.002626546,0.008869265
1.003830701,95,0.06488112,1.017605474,1,0.001894377,0.008706345
1.003783589,95,0.06881328,1.017209993,1,0.001871079,0.00851077
1.005884246,95,0.07274544,1.016857136,1,0.002909906,0.008336273
1.004326661,95,0.0766776,1.016540364,1,0.002139641,0.008179621
1.004865128,95,0.08060976,1.016254411,1,0.002405927,0.00803821
1.004613367,95,0.08454192,1.015994987,1,0.002281425,0.007909919
1.004439464,95,0.08847408,1.015758566,1,0.002195425,0.007793003
1.005947375,95,0.09240624,1.015542217,1,0.002941125,0.007686013
1.005888224,95,0.0963384,1.015343487,1,0.002911873,0.007587736
1.005130714,95,0.10027056,1.01516031,1,0.002537266,0.00749715
1.004262871,95,0.10420272,1.014990928,1,0.002108096,0.007413387
1.005451392,95,0.10813488,1.014833839,1,0.002695849,0.007335702
1.006677595,95,0.11206704,1.014687752,1,0.003302237,0.007263459
1.007149268,95,0.1159992,1.01455155,1,0.003535491,0.007196103
1.005022295,95,0.11993136,1.014424262,1,0.00248365,0.007133156
1.005406773,95,0.12386352,1.014305042,1,0.002673784,0.007074199
1.004847487,95,0.12976176,1.014139736,1,0.002397203,0.006992451
1.0036333,95,0.13762608,1.013941333,1,0.001796757,0.006894336
1.0035518,95,0.1454904,1.013764346,1,0.001756453,0.006806811
1.005343401,95,0.15335472,1.013605485,1,0.002642445,0.006728251
1.004035333,95,0.16121904,1.013462101,1,0.001995573,0.006657344
1.002558609,95,0.16908336,1.013332038,1,0.001265296,0.006593024
1.003295852,95,0.17694768,1.013213521,1,0.001629881,0.006534415
1.003969699,95,0.184812,1.013105079,1,0.001963115,0.006480787
1.004027162,95,0.19267632,1.013005478,1,0.001991532,0.006431532
1.004374393,95,0.20054064,1.012913681,1,0.002163246,0.006386136
1.004169831,95,0.20840496,1.012828804,1,0.002062085,0.006344163
1.003456324,95,0.21626928,1.012750094,1,0.001709238,0.006305239
1.003695791,95,0.2241336,1.012676902,1,0.001827661,0.006269043
1.004269778,95,0.23199792,1.012608667,1,0.002111511,0.006235299
1.004288677,95,0.23986224,1.012544902,1,0.002120857,0.006203766
1.003724838,95,0.24772656,1.012485183,1,0.001842025,0.006174233
1.003973932,95,0.25952304,1.012402384,1,0.001965208,0.006133287
1.002774787,95,0.27525168,1.012303016,1,0.001372201,0.006084147
1.003990311,95,0.29098032,1.012214382,1,0.001973308,0.006040316
1.003921215,95,0.30670896,1.012134833,1,0.001939138,0.006000977
1.003000461,95,0.3224376,1.012063039,1,0.001483803,0.005965473
1.003326767,95,0.33816624,1.011997919,1,0.001645169,0.005933269
1.003803419,95,0.35389488,1.011938584,1,0.001880885,0.005903927
1.002967001,95,0.36962352,1.011884295,1,0.001467256,0.005877079
1.004264535,95,0.38535216,1.011834436,1,0.002108919,0.005852423
1.005586864,95,0.4010808,1.011788485,1,0.002762843,0.005829699
1.003654922,95,0.41680944,1.011746,1,0.00180745,0.005808689
1.003703301,95,0.43253808,1.011706603,1,0.001831374,0.005789206
1.004088675,95,0.44826672,1.01166997,1,0.002021951,0.00577109
1.003531207,95,0.46399536,1.011635819,1,0.00174627,0.005754202
1.003814478,95,0.479724,1.011603907,1,0.001886354,0.005738421
1.004465006,95,0.49545264,1.011574019,1,0.002208057,0.00572364
1.004787715,95,0.5190456,1.011532583,1,0.002367644,0.005703149
1.004674385,95,0.55050288,1.011482858,1,0.0023116,0.005678559
1.003896911,95,0.58196016,1.011438506,1,0.001927119,0.005656626
1.004787961,95,0.61341744,1.011398701,1,0.002367766,0.005636941
1.003883851,95,0.64487472,1.011362779,1,0.001920661,0.005619177
1.005117434,95,0.676332,1.011330196,1,0.002530698,0.005603064
1.004412541,95,0.70778928,1.01130051,1,0.002182111,0.005588383
1.004229033,95,0.73924656,1.011273349,1,0.002091362,0.005574951
1.004710054,95,0.77070384,1.011248404,1,0.002329239,0.005562616
1.004841623,95,0.80216112,1.011225416,1,0.002394303,0.005551247
1.004035592,95,0.8336184,1.011204162,1,0.001995701,0.005540737
1.004905101,95,0.86507568,1.011184453,1,0.002425694,0.00553099
1.004363388,95,0.89653296,1.011166127,1,0.002157804,0.005521927
1.00459362,95,0.92799024,1.011149043,1,0.002271659,0.005513479
1.004604041,95,0.95944752,1.011133079,1,0.002276813,0.005505584
